"agency_cd","site_no","date","water_temp_C","water_temp_code","discharge_cfs","discharge_code","gage_height_ft","gage_height_code","conductivity_uScm","conductivity_code","dissolved_oxygen_mgL","dissolved_oxygen_code","turbidity_ntu","turbidity_code","salinity_psu","salinity_code","pH","pH_code"
"USGS","07374000",2009-07-05,29.7,"A",651000,"A",26.78,"A",374,"A",6.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-06,29.6,"A",634000,"A",26.01,"A",378,"A",6.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-07,29.5,"A",614000,"A",25.06,"A",385,"A",6.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-08,29.3,"A",588000,"A",23.85,"A",393,"A",6.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-09,29.4,"A",559000,"A",22.49,"A",400,"A",6.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-10,29.6,"A",527000,"A",21.03,"A",407,"A",6.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-11,29.8,"A",496000,"A",19.56,"A",415,"A",6.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-12,29.6,"A",468000,"A",18.28,"A",413,"A",6.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-13,29.6,"A",447000,"A",17.29,"A",413,"A",6.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-14,29.6,"A",433000,"A",16.66,"A",419,"A",6.6,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-15,29.5,"A",423000,"A",16.17,"A",426,"A",6.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-16,29.4,"A",412000,"A",15.65,"A",432,"A",6.9,"A",NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-07-17,29,"A",401000,"A",15.14,"A",439,"A",6.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-18,28.9,"A",391000,"A",14.71,"A",442,"A",6.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-19,28.8,"A",384000,"A",14.39,"A",446,"A",6.9,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-20,28.8,"A",379000,"A",14.13,"A",428,"A",6.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-21,28.7,"A",370000,"A",13.71,"A",428,"A",6.9,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-22,28.3,"A",366000,"A",13.55,"A",445,"A",7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-23,28.1,"A",370000,"A",13.71,"A",454,"A",7.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-24,28,"A",376000,"A",13.99,"A",455,"A",7.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-25,27.9,"A",380000,"A",14.17,"A",453,"A",7.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-26,28,"A",381000,"A",14.23,"A",456,"A",7.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-27,27.8,"A",381000,"A",14.25,"A",471,"A",7.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-28,27.6,"A",377000,"A",14.04,"A",463,"A",7.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-29,27.4,"A",370000,"A",13.72,"A",452,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-30,27.2,"A",369000,"A",13.66,"A",447,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-07-31,27.2,"A",378000,"A",14.09,"A",441,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-01,27.3,"A",389000,"A",14.58,"A",442,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-02,27.2,"A",4e+05,"A",15.09,"A",416,"A",7.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-03,27.2,"A",408000,"A",15.47,"A",406,"A",7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-04,27.4,"A",416000,"A",15.83,"A",402,"A",6.9,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-05,27.8,"A",422000,"A",16.13,"A",408,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-06,27.9,"A",427000,"A",16.38,"A",413,"A",7.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-07,28,"A",434000,"A",16.7,"A",418,"A",7.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-08,28,"A",447000,"A",17.27,"A",426,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-09,28,"A",464000,"A",18.09,"A",419,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-10,28.3,"A",477000,"A",18.7,"A",428,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-11,NA,NA,482000,"A e",18.9,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-12,NA,NA,483000,"A e",18.98,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-13,NA,NA,483000,"A e",18.97,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-14,NA,NA,481000,"A e",18.86,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-15,NA,NA,475000,"A e",18.57,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-16,NA,NA,461000,"A e",17.95,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-17,NA,NA,440000,"A e",16.96,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-18,NA,NA,417000,"A e",15.89,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-19,NA,NA,393000,"A e",14.78,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-20,NA,NA,373000,"A e",13.84,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-21,29.2,"A",356000,"A e",13.1,"A e",381,"A",NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-22,NA,NA,345000,"A e",12.55,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-23,NA,NA,340000,"A e",12.34,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-24,NA,NA,340000,"A e",12.35,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-25,NA,NA,335000,"A e",12.12,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-26,NA,NA,327000,"A e",11.75,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-27,NA,NA,320000,"A e",11.4,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-08-28,28.6,"A",318000,"A",11.32,"A",396,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-29,28.6,"A",319000,"A",11.37,"A",388,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-30,28.5,"A",327000,"A",11.72,"A",394,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-08-31,28.3,"A",331000,"A",11.91,"A",400,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-01,28.2,"A",335000,"A",12.1,"A",410,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-02,27.9,"A",333000,"A",12.01,"A",411,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-03,27.7,"A",324000,"A",11.62,"A",410,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-04,27.4,"A",318000,"A",11.31,"A",406,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-05,27.3,"A",308000,"A",10.85,"A",382,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-06,27.2,"A",296000,"A",10.3,"A",363,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-07,27.1,"A",290000,"A",10.04,"A",349,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-08,27.1,"A",292000,"A",10.16,"A",353,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-09,27.2,"A",298000,"A",10.43,"A",353,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-10,27.2,"A",306000,"A",10.79,"A",360,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-11,27.1,"A",314000,"A",11.15,"A",385,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-12,26.8,"A",323000,"A",11.54,"A",381,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-13,NA,NA,320000,"A e",11.42,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-14,NA,NA,318000,"A e",11.33,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-15,NA,NA,312000,"A",11.06,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-16,26.4,"A",312000,"A",11.04,"A",386,"A",NA,NA,0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-09-17,NA,NA,313000,"A",11.09,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-18,NA,NA,315000,"A",11.19,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-19,NA,NA,319000,"A",11.39,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-20,NA,NA,327000,"A",11.74,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-21,NA,NA,340000,"A",12.33,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-22,NA,NA,354000,"A",13,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-23,NA,NA,369000,"A",13.69,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-24,NA,NA,378000,"A",14.07,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-25,NA,NA,386000,"A",14.45,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-26,NA,NA,389000,"A",14.58,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-27,NA,NA,391000,"A",14.69,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-28,NA,NA,403000,"A",15.27,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-29,NA,NA,417000,"A",15.92,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-09-30,NA,NA,426000,"A",16.31,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-01,NA,NA,429000,"A",16.46,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-02,NA,NA,432000,"A",16.57,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-03,NA,NA,429000,"A",16.47,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-04,NA,NA,433000,"A",16.62,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-05,NA,NA,448000,"A",17.32,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-06,NA,NA,467000,"A",18.2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-07,NA,NA,489000,"A",19.25,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-08,NA,NA,503000,"A",19.9,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-09,NA,NA,508000,"A",20.12,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-10,NA,NA,509000,"A",20.15,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-11,NA,NA,503000,"A",19.9,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-12,NA,NA,496000,"A",19.58,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-13,NA,NA,492000,"A",19.39,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-14,NA,NA,505000,"A",19.98,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-15,NA,NA,543000,"A",21.76,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-16,NA,NA,592000,"A",24.05,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-17,NA,NA,629000,"A",25.74,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-18,NA,NA,659000,"A",27.17,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-19,NA,NA,688000,"A e",28.38,"A e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-20,17.5,"A",713000,"A e",29.32,"A e",356,"A",NA,NA,NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-10-21,17,"A",737000,"A",30,"A",343,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-22,16.8,"A",761000,"A",30.49,"A",315,"A",7.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-23,16.6,"A",775000,"A",30.69,"A",294,"A",7.6,"A",0.1,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-24,16.3,"A",762000,"A",30.49,"A",282,"A",7.7,"A",0.1,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-25,15.9,"A",749000,"A",30.28,"A",290,"A",7.8,"A",0.1,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-26,15.8,"A",737000,"A",30,"A",291,"A",8,"A",0.1,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-27,15.7,"A",730000,"A",29.81,"A",297,"A",8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-28,15.5,"A",724000,"A",29.65,"A",301,"A",8.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-29,15.8,"A",722000,"A",29.58,"A",304,"A",8.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-30,16.1,"A",720000,"A",29.53,"A",297,"A",8.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-10-31,16,"A",726000,"A",29.7,"A",295,"A",8.4,"A",0.1,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-01,15.8,"A",732000,"A",29.88,"A",304,"A",8.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-02,15.7,"A",752000,"A",30.33,"A",313,"A",8.6,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-03,15.7,"A",787000,"A",30.86,"A",319,"A",8.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-04,15.7,"A",825000,"A",31.43,"A",329,"A",8.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-05,15.7,"A",861000,"A",32,"A",324,"A",8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-06,15.7,"A",893000,"A",32.58,"A",314,"A",7.7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-07,15.6,"A",917000,"A",33.05,"A",305,"A",7.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-08,15.4,"A",942000,"A",33.54,"A",310,"A",7.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-09,15.3,"A",967000,"A",34.06,"A",312,"A",7.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-10,15.2,"A",999000,"A",34.76,"A",312,"A",7.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-11,15.2,"A",1010000,"A",34.97,"A",314,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-12,15,"A",1020000,"A",35.16,"A",314,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-13,14.9,"A",1020000,"A",35.19,"A",310,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-14,14.8,"A",1010000,"A",35.11,"A",311,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-15,14.7,"A",1010000,"A",34.96,"A",316,"A",7.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-16,14.7,"A",998000,"A",34.74,"A",317,"A",7.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-17,14.6,"A",985000,"A",34.45,"A",320,"A",7.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-18,14.4,"A",967000,"A",34.07,"A",327,"A",7.7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-19,14.2,"A",948000,"A",33.66,"A",331,"A",7.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-20,14,"A",920000,"A",33.11,"A",336,"A",7.9,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-21,13.9,"A",891000,"A",32.54,"A",339,"A",8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-22,13.7,"A",855000,"A",31.9,"A",341,"A",8.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-23,13.6,"A",807000,"A",31.16,"A",345,"A",8.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-24,13.6,"A",764000,"A e",30.53,"A e",348,"A",8.3,"A",NA,NA,NA,NA,NA,NA
"USGS","07374000",2009-11-25,13.5,"A",741000,"A",30.12,"A",346,"A",8.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-26,13.3,"A",727000,"A",29.73,"A",356,"A",8.7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-27,13.1,"A",717000,"A",29.43,"A",370,"A",9,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-28,12.8,"A",712000,"A",29.28,"A",381,"A",9,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-29,12.5,"A",710000,"A",29.21,"A",363,"A",9,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-11-30,12.2,"A",705000,"A",29.05,"A",351,"A",9.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-01,11.9,"A",7e+05,"A",28.83,"A",348,"A",9.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-02,11.5,"A",695000,"A",28.63,"A",346,"A",9.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-03,11.3,"A",677000,"A",27.94,"A",339,"A",9.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-04,11,"A",662000,"A",27.3,"A",338,"A",9.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-05,10.7,"A",648000,"A",26.67,"A",337,"A",9.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-06,10.4,"A",633000,"A",25.95,"A",338,"A",9.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-07,10.3,"A",621000,"A",25.39,"A",346,"A",9.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-08,10.5,"A",618000,"A",25.24,"A",348,"A",9.7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-09,10.5,"A",610000,"A",24.89,"A",353,"A",9.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-10,10.1,"A",603000,"A",24.55,"A",365,"A",10,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-11,9.7,"A",599000,"A",24.38,"A",379,"A",10.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-12,9.2,"A",604000,"A",24.6,"A",381,"A",10.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-13,9,"A",613000,"A",24.99,"A",390,"A",10.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-14,8.7,"A",618000,"A",25.24,"A",393,"A",10.6,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-15,8.6,"A",635000,"A",26.06,"A",390,"A",10.6,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-16,8.5,"A",655000,"A",26.96,"A",375,"A",10.6,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-17,8.1,"A",665000,"A",27.45,"A",370,"A",10.7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-18,7.7,"A",686000,"A",28.31,"A",375,"A",10.9,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-19,7.2,"A",693000,"A",28.57,"A",377,"A",11,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-20,7.1,"A",697000,"A",28.72,"A",372,"A",11.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-21,7.1,"A",699000,"A",28.81,"A",368,"A",11.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-22,7,"A",704000,"A",29.01,"A",354,"A",11.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-23,7.1,"A",710000,"A",29.23,"A",347,"A",11.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-24,7.4,"A",715000,"A",29.37,"A",343,"A",11.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-25,7.4,"A",714000,"A",29.35,"A",337,"A",11.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-26,7.2,"A",711000,"A",29.25,"A",332,"A",11.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-27,7,"A",715000,"A",29.39,"A",321,"A",11.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-28,6.8,"A",721000,"A",29.57,"A",316,"A",11.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-29,6.6,"A",734000,"A",29.92,"A",315,"A",11.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-30,6.6,"A",757000,"A",30.41,"A",306,"A",11.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2009-12-31,6.7,"A",787000,"A",30.86,"A",293,"A",11.2,"A",0.1,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-01,6.5,"A",807000,"A",31.15,"A",292,"A",11.2,"A",0.1,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-02,6.1,"A",826000,"A",31.45,"A",301,"A",11.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-03,5.9,"A",843000,"A",31.7,"A",312,"A",11.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-04,5.6,"A",852000,"A",31.85,"A",321,"A",11.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-05,5.2,"A",861000,"A",31.99,"A",326,"A",11.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-06,4.9,"A",870000,"A",32.16,"A",315,"A",11.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-07,4.5,"A",877000,"A",32.28,"A",310,"A",11.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-08,4,"A",883000,"A",32.39,"A",312,"A",11.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-09,3.4,"A",881000,"A",32.35,"A",314,"A",12,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-10,3,"A",860000,"A",31.98,"A",315,"A",12.2,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-11,2.6,"A",809000,"A",31.19,"A",314,"A",12.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-12,2.5,"A",752000,"A",30.3,"A",311,"A",12.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-13,2.4,"A",713000,"A",29.28,"A",308,"A",12.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-14,2.4,"A",683000,"A",28.2,"A",307,"A",12.6,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-15,2.4,"A",664000,"A",27.4,"A",315,"A",12.7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-16,2.4,"A",648000,"A",26.65,"A",324,"A",12.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-17,2.4,"A",631000,"A",25.84,"A",334,"A",12.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-18,2.6,"A",613000,"A",25.03,"A",346,"A",12.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-19,2.7,"A",596000,"A",24.2,"A",357,"A",12.8,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-20,3.2,"A",579000,"A",23.43,"A",363,"A",12.6,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-21,3.8,"A",569000,"A",22.94,"A",360,"A",12.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-22,4.3,"A",563000,"A",22.68,"A",365,"A",12.3,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-23,5,"A",559000,"A",22.51,"A",370,"A",12.1,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-24,5.9,"A",561000,"A",22.59,"A",377,"A",11.7,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-25,6.1,"A",569000,"A",22.97,"A",384,"A",11.6,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-26,6.5,"A",582000,"A",23.57,"A",386,"A",11.5,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-27,6.7,"A",602000,"A",24.48,"A",392,"A",11.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-28,6.7,"A",626000,"A",25.62,"A",396,"A",11.4,"A",0.2,"A",NA,NA,NA,NA
"USGS","07374000",2010-01-29,6.9,"A",653000,"A",26.89,"A",397,"A",11.4,"A",0.2,"A",NA,NA,NA,NA
